Date,Contract,Price,Position,New Trade Action,Pnl Daily
17/12/2019,MAR 20,28732.24,2,0,28294.26
18/12/2019,MAR 20,28701.96,2,0,28861.5
19/12/2019,MAR 20,28792.79,2,0,28278.14
20/12/2019,MAR 20,28752.42,2,-3,28304.36
23/12/2019,MAR 20,28710.03,-1,0,-14224.85
24/12/2019,MAR 20,28535.42,-1,2,-14168.33
27/12/2019,MAR 20,28526.34,1,1,14004.82
30/12/2019,MAR 20,28410.27,2,0,27829.98
31/12/2019,MAR 20,28585.89,2,0,28138.84
02/01/2020,MAR 20,28600.02,2,0,28716.16
03/01/2020,MAR 20,28206.39,2,0,29345.96
06/01/2020,MAR 20,28257.86,2,0,29238.98
07/01/2020,MAR 20,28415.31,2,0,28635.42
08/01/2020,MAR 20,28545.51,2,0,28510.28
09/01/2020,MAR 20,28663.6,2,0,30641.92
10/01/2020,MAR 20,28636.35,2,0,30393.64
13/01/2020,MAR 20,28786.74,2,0,29295.5
14/01/2020,APR 20,28838.21,2,0,28829.22
15/01/2020,APR 20,28858.4,2,0,27628.12
16/01/2020,APR 20,29083.47,2,0,27278.92
17/01/2020,APR 20,29226.8,2,0,26739.94
20/01/2020,APR 20,29265.15,2,0,26309.98
21/01/2020,APR 20,28984.56,2,0,27587.76
22/01/2020,APR 20,28833.17,2,0,27537.28
23/01/2020,APR 20,28434.49,2,0,28580.92
24/01/2020,APR 20,28252.82,2,0,29446.9
27/01/2020,APR 20,27672.46,2,0,30868.02
28/01/2020,APR 20,27722.93,2,0,29707.3
29/01/2020,APR 20,27596.77,2,0,30262.42
30/01/2020,APR 20,27420.14,2,0,30918.46
31/01/2020,APR 20,27778.44,2,0,30252.32
03/02/2020,APR 20,27601.81,2,0,30777.18
04/02/2020,APR 20,27724.95,2,0,30389.58
05/02/2020,APR 20,27976.27,2,0,30032.28
06/02/2020,APR 20,28106.47,2,0,29586.18
07/02/2020,APR 20,27576.58,2,-3,30696.42
10/02/2020,APR 20,27727.98,-1,-1,-15247.28
11/02/2020,APR 20,27879.37,-2,0,-30302.8
12/02/2020,APR 20,27904.6,-2,0,-30090.84
13/02/2020,APR 20,27990.4,-2,0,-30276.54
14/02/2020,APR 20,27919.74,-2,0,-30312.9
17/02/2020,APR 20,27992.41,-2,0,-29515.54
18/02/2020,MAY 20,27899.56,-2,0,-29570.04
19/02/2020,MAY 20,27924.79,-2,0,-30201.86
20/02/2020,MAY 20,27975.26,-2,0,-30353.24
21/02/2020,MAY 20,28030.77,-2,0,-30601.54
24/02/2020,MAY 20,27950.02,-2,0,-30968.94
25/02/2020,MAY 20,28128.67,-2,0,-30298.76
26/02/2020,MAY 20,28076.19,-2,0,-30060.56
27/02/2020,MAY 20,27750.18,-2,0,-31057.76
28/02/2020,MAY 20,27684.58,-2,0,-30833.68
02/03/2020,MAY 20,28025.72,-2,0,-28934.18
03/03/2020,MAY 20,28151.88,-2,0,-28379.06
04/03/2020,MAY 20,28331.54,-2,0,-26707.64
05/03/2020,MAY 20,28434.49,-2,0,-24388.26
06/03/2020,MAY 20,28278.05,-2,0,-23348.66
09/03/2020,MAY 20,28106.47,-2,0,-24347.88
10/03/2020,MAY 20,28279.06,-2,3,-24103.62
11/03/2020,MAY 20,28101.42,1,0,11538.08
12/03/2020,MAY 20,27492.81,1,-2,12293.04
13/03/2020,MAY 20,27341.41,-1,0,-13346.76
16/03/2020,MAY 20,26685.36,-1,0,-13971.52
17/03/2020,JUN 20,25628.62,-1,0,-15025.23
18/03/2020,JUN 20,24952.38,-1,-2,-15943.7
19/03/2020,JUN 20,25280.41,-3,0,-47155.86
20/03/2020,JUN 20,25330.87,-3,0,-46226.31
23/03/2020,JUN 20,24639.5,-3,0,-48376.11
24/03/2020,JUN 20,24785.85,-3,0,-47174.04
25/03/2020,JUN 20,25688.17,-3,0,-44972.73
26/03/2020,JUN 20,25656.88,-3,0,-46068.84
27/03/2020,JUN 20,25653.85,-3,1,-45387.57
30/03/2020,JUN 20,25896.08,-2,0,-30934.62
31/03/2020,JUN 20,25999.03,-2,0,-31695.64
01/04/2020,JUN 20,25739.64,-2,0,-31479.64
02/04/2020,JUN 20,25764.87,-2,0,-31170.8
03/04/2020,JUN 20,25510.53,-2,0,-31901.54
06/04/2020,JUN 20,25679.08,-2,3,-31863.18
07/04/2020,JUN 20,26013.16,1,0,15140.3
08/04/2020,JUN 20,25783.04,1,-2,15476.39
09/04/2020,JUN 20,26363.39,-1,0,-15042.39
14/04/2020,JUL 20,26846.85,-1,0,-14453.97
15/04/2020,JUL 20,26479.46,-1,0,-15395.65
16/04/2020,JUL 20,26350.27,-1,0,-15409.78
17/04/2020,JUL 20,26461.3,-1,0,-15242.23
20/04/2020,JUL 20,26610.67,-1,0,-14990.92
21/04/2020,JUL 20,26153.46,-1,0,-15254.34
22/04/2020,JUL 20,26259.43,-1,2,-15239.97
23/04/2020,JUL 20,26405.78,1,0,15211.96
24/04/2020,JUL 20,26300.82,1,0,15313.89
27/04/2020,JUL 20,26875.11,1,-2,14761.81
28/04/2020,JUL 20,26760.05,-1,-2,-14908.15
29/04/2020,JUL 20,26703.53,-3,0,-44803.17
30/04/2020,JUL 20,26601.59,-3,0,-44957.61
01/05/2020,JUL 20,26407.8,-3,0,-45145.35
04/05/2020,JUL 20,26499.4,-3,0,-44673.72
05/05/2020,JUL 20,26617.74,-3,0,-45263.43
06/05/2020,JUL 20,26614.71,-3,0,-45402.72
07/05/2020,JUL 20,26636.92,-3,0,-45672.18
11/05/2020,JUL 20,26668.2,-3,0,-45708.54
12/05/2020,JUL 20,26637.92,-3,0,-45360.33
13/05/2020,JUL 20,26587.46,-3,0,-45769.08
14/05/2020,JUL 20,26456.25,-3,0,-45802.41
15/05/2020,JUL 20,26390.64,-3,0,-46613.43
18/05/2020,JUL 20,26705.55,-3,0,-45320.49
19/05/2020,AUG 20,26748.95,-3,0,-46066.59
20/05/2020,AUG 20,26860.98,-3,0,-46704.72
21/05/2020,AUG 20,26904.38,-3,0,-50647.08
22/05/2020,AUG 20,26758.03,-3,0,-51240.54
26/05/2020,AUG 20,26843.82,-3,0,-51043.74
27/05/2020,AUG 20,26723.72,-3,0,-52079.25
28/05/2020,AUG 20,26928.45,-3,0,-51895.05
29/05/2020,AUG 20,26812.38,-3,0,-52358.31
01/06/2020,AUG 20,27104.48,-3,0,-50640.24
02/06/2020,AUG 20,27429.22,-3,0,-49211.85
03/06/2020,AUG 20,27421.15,-3,4,-48040.02
04/06/2020,AUG 20,27493.82,1,3,15759
05/06/2020,AUG 20,27982.32,4,0,58760.56
08/06/2020,AUG 20,28106.47,4,0,58465.84
09/06/2020,AUG 20,28365.86,4,0,56923.64
10/06/2020,AUG 20,28621.21,4,0,55195.72
11/06/2020,AUG 20,28341.63,4,0,57747.24
12/06/2020,AUG 20,28550.56,4,0,56205
15/06/2020,AUG 20,28320.94,4,0,57616.04
16/06/2020,SEP 20,28323.47,4,-5,58611.2
17/06/2020,SEP 20,28404.21,-1,0,-14702.26
18/06/2020,SEP 20,28298.23,-1,0,-14278.35
19/06/2020,SEP 20,28298.23,-1,-1,-14429.75
22/06/2020,SEP 20,28282.09,-2,0,-27244.58
23/06/2020,SEP 20,28324.48,-2,-1,-26867.1
24/06/2020,SEP 20,28073.16,-3,0,-41311.98
25/06/2020,SEP 20,27998.47,-3,4,-41175.75
26/06/2020,SEP 20,28235.66,1,3,13692.79
29/06/2020,SEP 20,28196.8,4,-4,54462.32
