Date,Contract,Price,Position,New Trade Action,Pnl Daily
10/01/2020,MAR 20,27682.84,8,0,9202.64
13/01/2020,MAR 20,27835.7,8,0,4790.32
14/01/2020,APR 20,27887.33,8,0,2923.92
15/01/2020,APR 20,27912.64,8,0,-1921.44
16/01/2020,APR 20,28137.37,8,0,-3315.52
17/01/2020,APR 20,28287.19,8,0,-5523.36
20/01/2020,APR 20,28325.65,8,0,-7244.08
21/01/2020,APR 20,28049.3,8,0,-2166.88
22/01/2020,APR 20,27897.45,8,0,-2365.12
23/01/2020,APR 20,27497.59,8,0,1818.88
24/01/2020,APR 20,27315.38,8,0,5287.12
27/01/2020,APR 20,26723.18,8,0,11066.32
28/01/2020,APR 20,26778.86,8,0,6381.76
29/01/2020,APR 20,26647.26,8,0,8645.76
30/01/2020,APR 20,26470.11,8,0,11274.08
31/01/2020,APR 20,26824.41,8,0,8641.52
03/02/2020,APR 20,26652.32,8,0,10704.64
04/02/2020,APR 20,26773.8,8,0,9167.52
05/02/2020,APR 20,27019.79,8,0,7780.96
06/02/2020,APR 20,27151.39,8,0,5985.36
07/02/2020,APR 20,26621.95,8,-3,10422.72
10/02/2020,APR 20,26773.8,5,-1,6007.3
11/02/2020,APR 20,26923.62,4,0,4428.6
12/02/2020,APR 20,26950.95,4,0,3996.28
13/02/2020,APR 20,27042.06,4,0,4346.44
14/02/2020,APR 20,26976.26,4,0,4399.72
17/02/2020,APR 20,27052.18,4,0,2792
18/02/2020,MAY 20,26956.01,4,0,2914.28
19/02/2020,MAY 20,26981.32,4,0,4177.6
20/02/2020,MAY 20,27031.93,4,0,4479.8
21/02/2020,MAY 20,27087.61,4,0,4975.72
24/02/2020,MAY 20,26998.53,4,0,5743.84
25/02/2020,MAY 20,27180.74,4,0,4389.24
26/02/2020,MAY 20,27138.23,4,0,3872.96
27/02/2020,MAY 20,26801.13,4,0,5911.72
28/02/2020,MAY 20,26745.45,4,0,5423.88
02/03/2020,MAY 20,27080.52,4,0,1649.16
03/03/2020,MAY 20,27211.11,4,0,521.2
04/03/2020,MAY 20,27388.26,4,0,-2811.6
05/03/2020,MAY 20,27489.49,4,0,-7443.48
06/03/2020,MAY 20,27337.65,4,0,-9541.08
09/03/2020,MAY 20,27159.48,4,0,-7516.28
10/03/2020,MAY 20,27335.88,4,3,-8020.04
11/03/2020,MAY 20,27158.47,7,-4,-17632.79
12/03/2020,MAY 20,26550.08,3,0,-5292.69
13/03/2020,MAY 20,26394.19,3,0,-2118.06
16/03/2020,MAY 20,25738.21,3,0,-243.99
17/03/2020,JUN 20,24673.28,3,0,2941.71
18/03/2020,JUN 20,23989.97,3,0,5718.33
19/03/2020,JUN 20,24318.97,3,4,5040.18
20/03/2020,JUN 20,24364.52,7,3,9625.84
23/03/2020,JUN 20,23660.98,10,0,21038.9
24/03/2020,JUN 20,23808.77,10,0,17017.6
25/03/2020,JUN 20,24722.88,10,0,9562
26/03/2020,JUN 20,24691.5,10,0,13216.6
27/03/2020,JUN 20,24683.4,10,-6,10996.4
30/03/2020,JUN 20,24931.41,4,0,5727.92
31/03/2020,JUN 20,25029.6,4,0,7269
01/04/2020,JUN 20,24769.44,4,0,6840.08
02/04/2020,JUN 20,24799.81,4,0,6201.84
03/04/2020,JUN 20,24544.71,4,0,7666.36
06/04/2020,JUN 20,24703.64,4,3,7628.12
07/04/2020,JUN 20,25048.84,7,0,7732.34
08/04/2020,JUN 20,24818.03,7,-2,10089.8
09/04/2020,JUN 20,25389.98,5,0,5079
14/04/2020,JUL 20,25890.06,5,0,2053.8
15/04/2020,JUL 20,25516.52,5,0,6792.95
16/04/2020,JUL 20,25381.89,5,0,6890.8
17/04/2020,JUL 20,25494.25,5,0,6046.4
20/04/2020,JUL 20,25643.06,5,0,4792.65
21/04/2020,JUL 20,25186.51,5,0,6106.45
22/04/2020,JUL 20,25285.72,5,2,6068.4
23/04/2020,JUL 20,25422.38,7,0,8367.52
24/04/2020,JUL 20,25312.04,7,0,9118.69
27/04/2020,JUL 20,25892.08,7,-2,5213.88
28/04/2020,JUL 20,25776.68,5,-2,4457.6
29/04/2020,JUL 20,25736.19,3,0,2705.19
30/04/2020,JUL 20,25616.74,3,0,2912.16
01/05/2020,JUL 20,25427.44,3,0,3086.43
04/05/2020,JUL 20,25512.22,3,0,2635.26
05/05/2020,JUL 20,25630.91,3,0,3223.92
06/05/2020,JUL 20,25629.39,3,0,3358.68
07/05/2020,JUL 20,25655.21,3,0,3617.31
11/05/2020,JUL 20,25676.46,3,0,3683.76
12/05/2020,JUL 20,25650.14,3,0,3323.67
13/05/2020,JUL 20,25600.54,3,0,3729.84
14/05/2020,JUL 20,25462.87,3,0,3782.55
15/05/2020,JUL 20,25394.03,3,1,4603.26
18/05/2020,JUL 20,25716.96,4,0,4381.68
19/05/2020,AUG 20,25771.62,4,0,5331.44
20/05/2020,AUG 20,25875.89,4,0,6213.32
21/05/2020,AUG 20,25924.48,4,0,11449.04
22/05/2020,AUG 20,25777.69,4,0,12242.08
26/05/2020,AUG 20,25861.72,4,0,11986.72
27/05/2020,AUG 20,25739.23,4,0,13376.96
28/05/2020,AUG 20,25956.72,4,0,13080.32
29/05/2020,AUG 20,25845.37,4,0,13679.12
01/06/2020,AUG 20,26133.52,4,-1,11404.16
02/06/2020,AUG 20,26448.85,3,0,7152.96
03/06/2020,AUG 20,26443.79,3,4,5972.1
04/06/2020,AUG 20,26511.61,7,3,12188.47
05/06/2020,AUG 20,27001.57,10,0,6708.9
08/06/2020,AUG 20,27112.92,10,0,6100.1
09/06/2020,AUG 20,27372.07,10,0,2247
10/06/2020,AUG 20,27640.33,10,0,-2201.9
11/06/2020,AUG 20,27363.97,10,0,4144.7
12/06/2020,AUG 20,27568.45,10,0,333.6
15/06/2020,AUG 20,27297.66,10,0,4272.9
16/06/2020,SEP 20,27325.5,10,-5,6507.7
17/06/2020,SEP 20,27411.55,5,0,3474.6
18/06/2020,SEP 20,27305.26,5,-2,1356.6
19/06/2020,SEP 20,27305.26,3,0,1268.16
22/06/2020,SEP 20,27289.06,3,0,-1154.04
23/06/2020,SEP 20,27341.7,3,0,-1751.01
24/06/2020,SEP 20,27094.7,3,1,-752.64
25/06/2020,SEP 20,27019.79,4,-1,-1184.28
26/06/2020,SEP 20,27257.68,3,0,-987.69
29/06/2020,SEP 20,27218.7,3,-3,-1218.96
